h,fPlus,fMinus,deltaForward,dfForward,dfCentral
0.1,0.0009966830500781612,0.0009948529564548494,8.650138276777852e-07,8.650138276777852e-06,9.150468116558841e-06
0.01,0.000995909191554233,0.0009957257405043265,9.115530374970149e-08,9.115530374970149e-06,9.172552495329e-06
0.001,0.0009958272053035558,0.0009958088534413037,9.169053072355382e-09,9.169053072355382e-06,9.17593112603754e-06
0.0001,0.0009958189537458964,0.00099581711862362,9.17495412977587e-10,9.17495412977587e-06,9.175611381806448e-06
1e-05,0.0009958180922305928,0.0009958179087080623,5.598010943685949e-11,5.5980109436859485e-06,9.176126525289874e-06
1e-06,0.0009958180454271428,0.0009958179912908918,9.176659432341694e-12,9.176659432341694e-06,2.7068125518781017e-05
1e-07,0.0009958180371670835,0.0009958179995473984,9.166001291305292e-13,9.166001291305292e-06,0.00018809842572409252
1e-08,0.0009958180363357485,0.000995818036019557,8.526512829121202e-14,8.526512829121202e-06,1.580957587066223e-05
1e-09,0.0009958180362575888,0.0009958180004533404,7.105427357601002e-15,7.105427357601001e-06,0.017902124227475724
1e-10,0.0009958180362504834,0.0009958180004639985,0.0,0.0,0.17893242443278723
1e-11,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-12,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-13,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-14,0.0009958180004639985,0.0009958180362504834,-3.5786484886557446e-11,-3578.6484886557446,-1789.3242443278723
1e-15,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-16,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-17,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-18,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-19,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-20,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-21,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
1e-22,0.0009958180362504834,0.0009958180362504834,0.0,0.0,0.0
