h,fPlus,fMinus,deltaForward,dfForward,dfCentral
0.1,0.0023669074231614786,0.0027410728268600906,-0.0001270027518671668,-0.001270027518671668,-0.0018708270184930598
0.01,0.0024833490070316202,0.002504725315953692,-1.0561167997025223e-05,-0.0010561167997025223,-0.0010688154461035992
0.001,0.002492898146508992,0.002494952120765447,-1.0120285196535406e-06,-0.0010120285196535406,-0.0010269871282275744
0.0001,0.0024938069031558143,0.0024940267550542785,-1.0327187283110106e-07,-0.0010327187283110106,-0.0010992594923209253
1e-05,0.002493912922086338,0.00249392051524444,2.7470576924315537e-09,0.0002747057692431554,-0.00037965790511407244
1e-06,0.0024939222258902874,0.0024939112088967477,1.205086164191016e-08,0.01205086164191016,0.005508496769834892
1e-07,0.0024939100715594123,0.0024939102784836678,-1.0346923318138579e-10,-0.0010346923318138579,-0.0010346212775402819
1e-08,0.002493910164597878,0.0024939101854025694,-1.043076736095827e-11,-0.001043076736095827,-0.0010402345651527867
1e-09,0.0024939101740196748,0.0024939232609236797,-1.0089706847793423e-12,-0.0010089706847793423,-6.543452002460981
1e-10,0.0024939101749149586,0.002493923260014185,-1.1368683772161603e-13,-0.0011368683772161603,-65.42549613186566
1e-11,0.002493910174986013,0.0024939101750428563,-4.263256414560601e-14,-0.004263256414560601,-0.0028421709430404007
1e-12,0.0024939101750286454,0.0024939101750428563,0.0,0.0,-0.007105427357601002
1e-13,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-14,0.0024939101750428563,0.0024939101750286454,1.4210854715202004e-14,1.4210854715202004,0.7105427357601002
1e-15,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-16,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-17,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-18,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-19,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-20,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-21,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
1e-22,0.0024939101750286454,0.0024939101750286454,0.0,0.0,0.0
