h,fPlus,fMinus,deltaForward,dfForward,dfCentral
0.1,inf,inf,inf,nan,nan
0.01,0.0010016418370627491,0.0010080496664836005,-2.5401266867675076e-06,-0.00025401266867675076,-0.00032039147104256926
0.001,0.0010038572892293587,0.001004523609870688,-3.246745201579415e-07,-0.0003246745201579415,-0.0003331603206646605
0.0001,0.001004148731555631,0.0010042153661397038,-3.323219388562393e-08,-0.0003323219388562393,-0.00033317292036372237
1e-05,0.001004178632877938,0.0010041853321306462,-3.3308715785551612e-09,-0.00033308715785551607,-0.00033496263540655486
1e-06,0.001004181630586686,0.0010041823327165958,-3.331628306568746e-10,-0.0003331628306568746,-0.0003510649548843503
1e-07,0.0010041819662151,0.0010041819970668655,2.4655832930875476e-12,2.4655832930875476e-05,-0.00015425882793351775
1e-08,0.001004181960420624,0.0010041819670784094,-3.3288927170360694e-12,-0.00033288927170360694,-0.00033288927170360694
1e-09,0.0010041819634155616,0.0010041819640834717,-3.339550858072471e-13,-0.0003339550858072471,-0.0003339550858072471
1e-10,0.0010041819637175422,0.001004181963781491,-3.197442310920451e-14,-0.0003197442310920451,-0.0003197442310920451
1e-11,0.001004181963745964,0.0010041819995360015,-3.552713678800501e-15,-0.0003552713678800501,-1.7895018800118123
1e-12,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-13,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-14,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-15,0.0010041819996141612,0.0010041819637495166,3.586464458749106e-11,35864.64458749106,17932.32229374553
1e-16,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-17,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-18,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-19,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-20,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-21,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
1e-22,0.0010041819637495166,0.0010041819637495166,0.0,0.0,0.0
