NMiter,Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,Ts_h,M_h,SSe_h,SSe_V,Vmax,feas,feasResidual,Time(s),gradnorm,funCalls
12,0.04504642239017735,0.00661442688230509,2.0375126638483785,0.6065145984365892,0.2582278199271648,0.3088136184249679,0.08998414163518098,5.004011774786532,0.016347440189118777,-0.006238198124677297,-0.00030897858698963887,20.76459697469013,False,0.005238198124677297,542.0709331035614,198386.51401943056,24
13,0.04504642239017735,0.00661442688230509,2.0375126638483785,0.6065145984365892,0.2582278199271648,0.3088136184249679,0.08998414163518098,5.004011774786532,0.016347440189118777,-0.006238198124677297,-0.00030897858698963887,20.76459697469013,False,0.005238198124677297,582.5898640155792,198386.51401943056,25
14,0.046594737071916,0.0066089947418096,2.0667060915625486,0.5858823347914306,0.25553152653433475,0.32650277063245425,0.08594599757289878,4.964722224535584,0.012007151813315511,-0.005848117497876615,-0.0005910465989380498,20.745664443726913,False,0.004848117497876615,625.2499628067017,175119.7212907033,27
15,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,667.7311794757843,173581.25804262186,29
16,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,704.7743184566498,173581.25804262186,30
17,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,744.1276745796204,173581.25804262186,32
18,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,781.286153793335,173581.25804262186,33
19,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,820.576539516449,173581.25804262186,35
20,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,859.8581938743591,173581.25804262186,37
21,0.04737437160951349,0.006483880572787674,1.991177571564121,0.6140212773393899,0.2543306880787619,0.3189872551616682,0.0849923152294217,4.98004750288002,0.0094946878589092,-0.0023639969354434243,-0.0006360905573394859,20.767047716664322,False,0.0013639969354434242,897.3687763214111,173581.25804262186,38
22,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,939.7686212062836,186901.26892202985,40
23,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,980.2162170410156,186901.26892202985,42
24,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1021.184061050415,186901.26892202985,44
25,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1061.515510559082,186901.26892202985,46
26,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1101.4212229251862,186901.26892202985,48
27,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1141.648339509964,186901.26892202985,50
28,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1180.9688460826874,186901.26892202985,52
29,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1221.0799713134766,186901.26892202985,54
30,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1260.6695790290833,186901.26892202985,56
31,0.04601676957384212,0.006717687634019701,2.008263700908193,0.5974917715086534,0.2557520192172642,0.3215028154075319,0.08650227735363117,4.818329449118999,0.017766814060563685,-0.005968482091446958,-0.0004362483220816671,20.753735490810797,False,0.004968482091446958,1298.9902124404907,186901.26892202985,57
32,0.045824632840076124,0.006765623434299199,2.030786618071973,0.6034301347359095,0.2565368039340764,0.3191040736074455,0.08634305993340508,4.783166010707603,0.01962326261758123,-0.006145993125329596,-0.00040877616977397224,20.758130916015524,False,0.005145993125329596,1339.64768242836,188245.34885673109,59
