SLSQPiter,Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,Ts_h,M_h,SSe_h,SSe_V,Vmax,feas,feasResidual,Time(s),gradnorm,funCalls
26,0.2531699344620967,0.008375474397777392,3.3805247355460977,5.314905825518417,1.2431990883047401,1.689571602482225,0.5284891405569262,4.892238954357516,0.07519326448043369,0.000249595824598714,-5.7683931228069696e-05,20.395950824605762,True,0.0,5364.2813403606415,190.73089438127613,2017
27,0.4543358293029432,0.008380067228352958,2.4752583294143005,5.229371835881179,0.12271856416830909,3.9410541395363228,0.8991830628854519,5.809010093683758,0.09791448799706305,-0.00021154636100106927,-0.00038519166476902456,20.414145625261796,True,0.0,5563.952584505081,233.26843546857376,2093
28,0.4470044658629568,0.008384544189698041,3.128735149075157,5.310179422153817,0.21797196622292975,3.5865781346531316,0.34809694187700047,4.467233529919018,0.09193624796930833,0.0006566849270654984,-0.008155668530214655,20.325257010986256,False,0.007155668530214655,5763.721230983734,257.5089555756041,2169
29,0.4338938291822457,0.008386326702486681,3.119433797987622,5.27940963118604,0.32779446129038686,3.4304636603345213,0.4084274746040744,4.458307778149651,0.09095928462441709,0.0006787834226429368,-0.004991051569991356,20.307055417318907,False,0.003991051569991356,5948.6552493572235,255.8092523535622,2238
30,0.4523412492940671,0.008197764481093977,3.606130903291057,5.325589052625635,0.3074942575781531,3.3531172055152427,-0.027880895639172287,4.418889136567474,0.09064805018812543,0.0015597910707612073,-0.09434933243647592,20.292828592146428,False,0.09334933243647592,6134.373165607452,259.67811110083744,2307
31,0.5838562217541847,0.008319396643908315,2.7620467522632857,5.307762649412185,0.4192578549781617,3.489564376436773,0.7523831158363874,8.082308493712013,0.09928964796549151,-0.005062703415376291,-0.0009611686768380423,20.505777170639572,False,0.004062703415376291,6319.31307721138,198.82285931136516,2376
32,0.4550566544715299,0.008365041542684635,2.8750367624517437,5.317149820681302,0.4514422602685956,3.499017903071906,0.71418100581272,4.487030051220692,0.09300787797336413,0.0008876622865443551,-0.000657284070328501,20.356926470385233,True,0.0,6519.927439212799,258.193729374749,2452
33,0.4357339638431909,0.008384450330837751,2.834627597102407,5.44948369614263,0.661284357507989,3.485314109559122,0.9334731578123324,4.4539786737591935,0.09152887011396896,0.0008815966367592409,-0.0001281587912131954,20.326780400279407,True,0.0,6704.910687446594,255.76844186873714,2521
34,0.4307184261957372,0.00837309028739097,2.825158525815963,5.78082335373967,1.1993434514946655,3.4716594759119084,1.3687152402101204,4.428369860870877,0.09054670858788305,0.0012250206536066344,-4.995001589236381e-06,20.31298399750768,False,0.00022502065360663435,6875.0924553871155,255.12029681135976,2583
35,0.4171634541959912,0.008507015265847228,2.8371704889700924,8.493413505059566,5.507693390179267,3.370273599195462,5.032565429044409,4.237987307993672,0.08449361470927685,-0.0019219609966114604,2.1153290674646996e-08,20.317071944925896,False,0.0009219609966114603,7044.867954969406,256.6645886817683,2645
36,0.4257144902591768,0.00846138092059076,2.9085985113028316,10.0,7.54774423133311,3.3451777446073594,6.8609027628797055,4.206456132687529,0.08452897748733326,-0.001050738234880555,8.165084608435791e-09,20.31856628488724,False,5.0738234880554935e-05,7214.840522527695,258.6972815070867,2707
37,0.4780436477937993,0.00837055146803656,3.123264592640893,9.999997694097425,6.57066986582309,3.4586917449018757,6.303833022612851,4.0636388780429895,0.09011320387367494,0.0013652004998476741,-8.731795730909653e-09,20.31707264170998,False,0.0003652004998476741,7384.6652092933655,267.0423843708691,2769
38,0.5607563277303281,0.008418402338641997,3.4350996128062317,8.890133429004528,3.4220383902286042,3.672224763203085,4.020769383884751,4.619676142782328,0.0952054789444438,-0.0008296378142347294,6.167351074282124e-09,20.426047675445822,True,0.0,7554.601348161697,259.8736389119473,2831
39,0.5745521876465729,0.008411631139588706,3.5091456032895714,9.705605443415745,4.3285378115805475,3.365277858967426,4.875444232120678,4.593829938185861,0.09440578712165035,-0.0005934610532847273,3.446828600317531e-09,20.42391509589236,True,0.0,7754.008675336838,259.4892777051742,2907
40,0.5853746219743056,0.008407576058619751,3.561814551077596,9.999999201455426,4.560874638713458,3.3612500044822387,5.135165095008398,4.594905994715905,0.09513046306259428,-0.0005524995198129545,2.9297169135134027e-09,20.4239916770908,True,0.0,7955.386363506317,259.3001937103719,2983
41,0.5705763976559547,0.008410328575283703,3.4791493711144628,9.104497515367118,3.5086240851607218,3.375938838636672,4.143316767200414,4.621942858043365,0.0953926572028645,-0.0007567153359389067,5.2528505989357654e-09,20.43647491541731,True,0.0,8155.578811168671,260.0612406655125,3059
42,0.4969135806271735,0.008483497479644983,3.1973557713704417,10.0,6.369316180589545,3.445922228311349,6.198920249033506,4.276145594397114,0.09179297247863659,-0.0010085465570170982,6.296367871527764e-09,20.35416061404216,False,8.546557017098146e-06,8356.09086227417,264.14208137543,3135
43,0.5173946886194869,0.008470109841137106,3.2739218247858872,9.99999219518174,6.348677151220216,3.426183836054107,6.214974682426293,4.481275821368077,0.09311655338598489,-0.0013639313225155547,7.760874609630264e-09,20.385316236107172,False,0.0003639313225155547,8540.971383810043,261.1444747888639,3204
44,0.571821420054265,0.008438929153746942,3.4792314355027396,9.999809314941668,6.294982008054844,3.373730426966986,6.258247592117457,4.478298260843402,0.09614638330565797,-0.0011108740179253118,5.11641573552879e-09,20.39271852108963,False,0.0001108740179253118,8725.691375255585,262.1151843028984,3273
45,0.5423077864231242,0.008448270145112612,3.3689234531816252,9.980794685231825,6.323217019664967,3.402173838713375,6.2282669681180725,4.475762770787979,0.09458780281846818,-0.0011393067164107151,5.867811125881417e-09,20.388998852087386,False,0.0001393067164107151,8941.510752916336,262.0063473086266,3356
46,0.5603571505339197,0.008344104798343115,3.4407630300108507,10.0,6.3214973038347875,3.384758354737342,6.258933888947972,4.473801646380684,0.09547485345844892,0.0007344804961633145,-3.4135894111386733e-09,20.39111873187905,True,0.0,9141.699552297592,262.1869247997413,3432
47,0.6623126003686602,0.00829292810325362,3.824869836644467,9.622718189677215,6.229699748470304,3.2865164651936802,6.226734433730617,4.516804628702492,0.09996684829459203,0.0005226610680040267,-1.6806360747523286e-09,20.419163548471616,True,0.0,9357.877347707748,260.1515494995031,3515
48,0.5175072645504757,0.008372017812155493,3.2753240291626526,9.999955391277611,6.347900917122321,3.4260624341384798,6.216865353310207,4.479853524245823,0.0930477082548145,0.0005716802141506605,-3.1831852709274244e-09,20.385374488589488,True,0.0,9591.447553396225,261.1727929265971,3605
49,0.5343162794704954,0.00835983874566779,3.3373299468772184,9.959545264007504,6.3332340236298155,3.4098662914065305,6.254872564983622,4.474264463200902,0.0940732604161991,0.0006218518816751839,-3.2045335274233366e-09,20.38760947966088,True,0.0,9810.150489091873,261.87919011409315,3688
50,0.5371058396051441,0.008457955115123204,3.350929087218684,9.999999999944947,6.330803312860511,3.4071863948935968,6.249098246018958,4.477255501863355,0.09428807743732823,-0.0012834867094255742,6.728217982754359e-09,20.388333416613268,False,0.00028348670942557417,10027.325763702393,261.8800932570186,3771
51,0.5305611015494751,0.00836347544074603,3.3276620667849994,9.992923555131085,6.336528578668916,3.413480868298301,6.238124061204469,4.47653445328332,0.09383734986751043,0.0005988985337097574,-3.1445779313798994e-09,20.387405778250738,True,0.0,10243.541540622711,261.70982554246825,3854
52,0.6115178711233684,0.008312407071673607,3.6468008153600655,9.999999997995584,6.264615840417698,3.335447305909864,6.148162752403745,4.480742676309296,0.09787808270333924,0.000998210614909567,-3.920199276308267e-09,20.39726461856271,True,0.0,10475.334604740143,261.5408438955694,3944
53,0.49057740068283945,0.008393884573481994,3.1720701405317224,9.967090073853347,6.37171862445963,3.4520200317745173,6.181083176822579,4.028516414168832,0.09126892329628163,0.0008689391811884661,-5.404803715691742e-09,20.343814715887707,True,0.0,10585.699321746826,268.69612792517654,3979
