kp,ki,kd,Ts,M,SSe,SSe_abs
0.4999999999,0.5,0.5,22.327610901079947,0.016367306774650734,0.15499851923136487,0.15499851923136487
0.4999999999020202,0.5,0.5,22.32761090107994,0.01636730677465074,0.15499851923139918,0.15499851923139918
0.4999999999040404,0.5,0.5,22.327610901079826,0.016367306774649707,0.15499851923143393,0.15499851923143393
0.4999999999060606,0.5,0.5,22.327610901079765,0.016367306774649714,0.15499851923146812,0.15499851923146812
0.4999999999080808,0.5,0.5,22.327610901079705,0.016367306774650654,0.1549985192315031,0.1549985192315031
0.499999999910101,0.5,0.5,22.327610901079705,0.016367306774651424,0.15499851923153618,0.15499851923153618
0.4999999999121212,0.5,0.5,22.327610901079783,0.016367306774651688,0.15499851923157015,0.15499851923157015
0.4999999999141414,0.5,0.5,22.327610901079748,0.01636730677465143,0.15499851923160424,0.15499851923160424
0.4999999999161616,0.5,0.5,22.327610901079705,0.01636730677465184,0.1549985192316391,0.1549985192316391
0.49999999991818184,0.5,0.5,22.32761090107962,0.016367306774650443,0.1549985192316753,0.1549985192316753
0.499999999920202,0.5,0.5,22.32761090107952,0.016367306774651938,0.15499851923171193,0.15499851923171193
0.4999999999222222,0.5,0.5,22.32761090107952,0.016367306774652073,0.1549985192317459,0.1549985192317459
0.49999999992424243,0.5,0.5,22.32761090107952,0.016367306774650477,0.15499851923177888,0.15499851923177888
0.49999999992626265,0.5,0.5,22.327610901079513,0.016367306774649464,0.15499851923181474,0.15499851923181474
0.4999999999282828,0.5,0.5,22.32761090107949,0.016367306774649742,0.15499851923184937,0.15499851923184937
0.49999999993030303,0.5,0.5,22.327610901079304,0.01636730677465065,0.1549985192318829,0.1549985192318829
0.49999999993232325,0.5,0.5,22.327610901079357,0.016367306774650685,0.15499851923191854,0.15499851923191854
0.4999999999343434,0.5,0.5,22.327610901079286,0.01636730677465146,0.15499851923195163,0.15499851923195163
0.4999999999363636,0.5,0.5,22.32761090107923,0.016367306774650967,0.15499851923198726,0.15499851923198726
0.49999999993838384,0.5,0.5,22.327610901079154,0.016367306774653655,0.15499851923202446,0.15499851923202446
0.49999999994040406,0.5,0.5,22.327610901079137,0.016367306774654585,0.15499851923205876,0.15499851923205876
0.4999999999424242,0.5,0.5,22.327610901079048,0.0163673067746526,0.15499851923209207,0.15499851923209207
0.49999999994444444,0.5,0.5,22.327610901079044,0.01636730677465039,0.15499851923212715,0.15499851923212715
0.49999999994646466,0.5,0.5,22.327610901078984,0.01636730677464912,0.15499851923216335,0.15499851923216335
0.4999999999484849,0.5,0.5,22.327610901078856,0.01636730677464917,0.15499851923219976,0.15499851923219976
0.49999999995050504,0.5,0.5,22.327610901078835,0.016367306774649055,0.1549985192322345,0.1549985192322345
0.49999999995252525,0.5,0.5,22.32761090107872,0.01636730677464919,0.1549985192322687,0.1549985192322687
0.49999999995454547,0.5,0.5,22.32761090107866,0.016367306774650533,0.15499851923230412,0.15499851923230412
